specie	formula	sistema_xx	status	sottogruppo	gruppo	supergruppo	famiglia	sottoclasse	classe
Chihuahuaite	Fe2+Al12O19	Hexagonal	Renamed		chihuahuaite	magnetoplumbite	copper		oxides
Childrenite	Fe2+Al(PO4)(OH)2·H2O	Orthorhombic	Grandfathered	childrenite	childrenite			phosphates	phosphates, arsenates, vanadates
Chiluite	Bi3+3[(Te6+O4)(Mo6+O4)]O2.5?0.5	Hexagonal	Approved		chiluite			tellurates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Chinchorroite	Na2Mg5(As2O7)2(AsO3OH)2(H2O)10	Triclinic	Approved		matulaite			arsenates	phosphates, arsenates, vanadates
Chinleite-(Nd)	NaNd(SO4)2·H2O	Trigonal	Approved		bassanite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Chinleite-(Y)	NaY(SO4)2·H2O	Trigonal	Approved		bassanite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Chiolite	Na4Na[Al3F14]	Tetragonal	Grandfathered		chiolite			complex halides	halides
Chirvinskyite	[Na8Ca5Fe2+2Ti2Zr3](Si2O7)4[O6(OH)6·2H2O]	Triclinic	Approved		chirvinskyite		wöhlerite	sorosilicates	"silicates 
[cluster]"
Chistyakovaite 	Al[(UO2)(AsO4)]2(F,OH)·6.5H2O	Monoclinic	Approved	seelite	autunite			uranyl arsenates	phosphates, arsenates, vanadates
Chivruaiite	Ca4Ti5[Si6O17]2O4(OH)·13-14H2O	Orthorhombic	Approved		zorite			inosilicates	"silicates 
[chain-ribbon]"
Chiyokoite	Ca3Si(CO3)[B(OH)4]O(OH)5·12H2O	Trigonal	Redefined		ettringite	ettringite		carboborates	carbonates and nitrates
Chkalovite	Na2BeSi2O6	Orthorhombic	Grandfathered		stokesite		6 chains pyroxenoid	inosilicates	"silicates 
[chain-ribbon]"
Chladniite	Na3CaMg11(PO4)9	Trigonal	Approved		fillowite			phosphates	phosphates, arsenates, vanadates
Chloraluminite	AlCl3·6H2O	Trigonal	Grandfathered		chloraluminite			chlorohalides	halides
Chlorapatite	Ca2Ca3(PO4)3Cl	Hexagonal	Renamed		apatite	apatite		phosphates	phosphates, arsenates, vanadates
Chlorargyrite	AgCl	Cubic	Approved		chlorargyrite	halite	copper	chlorohalides	halides
Chlorartinite	Mg2(CO3)(H2O)(OH)Cl·H2O	Trigonal	Approved		chlorartinite	artinite		carbonates	carbonates and nitrates
Chlorbartonite	K6Fe24S26(Cl,S)	Tetragonal	Approved		djerfisherite		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Chlorellestadite	Ca2Ca3(SiO4)1.5(SO4)1.5Cl	Hexagonal	Approved		ellestadite	apatite		nesosilicates	"silicates 
[cluster]"
Chloritoid	(Fe2+,Mg,Mn2+)2Al4O2(SiO4)2(OH)4	Triclinic	Grandfathered	chloritoid	ottrélite			nesosilicates	"silicates 
[cluster]"
Chlorkyuygenite	Ca12Al14O32[(H2O)4Cl2]	Cubic	Redefined		mayenite	mayenite			oxides
Chlormagaluminite	Mg4Al2Cl2(OH)12·2H2O	Hexagonal	Approved		quintinite	hydrotalcite		carbonates	carbonates and nitrates
Chlormanganokalite	K3K[MnCl6]	Trigonal	Grandfathered		rinneite			complex halides	halides
Chlormayenite	Ca12Al14O32[?4Cl2]	Cubic	Redefined		mayenite	mayenite			oxides
Chlorocalcite	KCaCl3	Orthorhombic	Approved	chlorocalcite	single perovskites ABX3	perovskite	copper	chlorohalides	halides
Chloromagnesite	MgCl2	Trigonal	Questionable		scacchite	molybdenite		chlorohalides	halides
Chloromenite	Cu3[Cu6O2](SeO3)4Cl6	Monoclinic	Approved		georgbokiite	georgbokiite	copper	arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Chlorophoenicite	Mn3Zn2(AsO4)(OH,O)6	Monoclinic	Grandfathered		chlorophoenicite			arsenates	phosphates, arsenates, vanadates
Chlorothionite	K2Cu2+(SO4)Cl2	Orthorhombic	Grandfathered		euchlorine		copper	sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Chloroxiphite	[Pb3O2]Cu2+Cl2(OH)2	Monoclinic	Grandfathered		mendipite		copper	oxyhalides, hydroxyhalides	halides
Choloalite	(Pb,Ca)3(Cu,Sb)3Te4+6O18Cl CuPbTe4+2O	Cubic	Approved		choloalite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Chondrodite	Mg5(SiO4)2F2	Monoclinic	Grandfathered	humite polysomatic series	humite	humite	copper	nesosilicates	"silicates 
[cluster]"
Chongite	CaMg2Ca2(AsO4)2(AsO3OH)2·4H2O	Monoclinic	Approved		hureaulite	hureaulite		arsenates	phosphates, arsenates, vanadates
Chopinite	Mg3(PO4)2	Monoclinic	Approved		sarcopside		copper	phosphates	phosphates, arsenates, vanadates
Chovanite	Pb28(Sb,As)30S72O	Monoclinic	Approved		scainiite	zinkenite	copper	sulfosalts	sulfides and sulfosalts
Chrisstanleyite	Ag2Pd3Se4	Monoclinic	Approved		luberoite		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Christelite	Zn3[Cu2(SO4)2(OH)6]·4H2O	Triclinic	Approved		christelite	lavendulan		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Christite	TlHgAsS3	Orthorhombic	Approved		christite			sulfosalts	sulfides and sulfosalts
Christofschäferite-(Ce)	(Ce,La,Ca)4Mn2+(Fe3+,Ti4+)(Ti4+,Fe3+)3O8(Si2O7)2	Monoclinic	Approved		chevkinite	chevkinite	copper	sorosilicates	"silicates 
[cluster]"
Chromatite	Ca(Cr6+O4)	Tetragonal	Approved		chromatite	zircon	copper	chromates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Chrombismite	Bi16Cr6+O27	Tetragonal	Approved		chrombismite				oxides
Chromceladonite	K(MgCr?)Si4O10(OH)2	Monoclinic	Approved	celadonite	dioctahedral mica	mica		phyllosilicates	"silicates 
[sheet]"
Chromferide	Fe1.5Cr0.2	Cubic	Approved		wairauite	halite	copper	metals and intermetallic alloys	elements
Chromio-pargasite	NaCa2(Mg4Cr)(Si6Al2)O22(OH)2	Monoclinic	Redefined	calcium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Chromite	Fe2+Cr2O4	Cubic	Grandfathered	spinel (2-3)	oxyspinel	spinel	copper		oxides
Chromium	Cr	Cubic	Approved		iron	iron		metals and intermetallic alloys	elements
Chromium-dravite	NaMg3Cr6(Si6O18)(BO3)3(OH)3(OH)	Trigonal	Redefined	schorl	alkali tourmaline	tourmaline		cyclosilicates	"silicates 
[cluster]"
Chromo-alumino-povondraite	NaCr3(Al4Mg2)(Si6O18)(BO3)3(OH)3O	Trigonal	Approved	povondraite	alkali tourmaline	tourmaline		cyclosilicates	"silicates 
[cluster]"
Chromphyllite	K(Cr2?)(AlSi3)O10(OH)2	Monoclinic	Approved	margarite	dioctahedral mica	mica		phyllosilicates	"silicates 
[sheet]"
Chromschieffelinite	Pb10Te6+6O20(OH)14(Cr6+O4)(H2O)5	Orthorhombic	Approved		schieffelinite			chromates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Chrysoberyl	Be(Al2O4)	Orthorhombic	Grandfathered		chrysoberyl	chrysoberyl	copper		oxides
Chrysocolla	(Cu2+,Al)2H2Si2O5(OH)4·nH2O	Orthorhombic	Approved		chrysocolla			phyllosilicates	"silicates 
[sheet]"
Chrysothallite	K6Cu6Tl3+Cl17(OH)4?H2O	Tetragonal	Approved		chrysothallite			chlorohalides	halides
Chrysotile	Mg3Si2O5(OH)4	Monoclinic	Redefined		chrysotile	trioctahedral kaolin-serpentine	kaolin-serpentine	phyllosilicates	"silicates 
[sheet]"
Chubarovite	KZn2(BO3)Cl2	Trigonal	Approved		chubarovite			triborates	borates
Chudobaite	ZnMg4(As5+O4)2(As5+O3OH)2·10H2O	Triclinic	Approved		ondru?ite	lindackerite		arsenates	phosphates, arsenates, vanadates
Chukanovite	Fe2+Fe2+(CO3)(OH)2	Monoclinic	Approved	malachite	malachite			carbonates	carbonates and nitrates
Chukhrovite-(Ca)	Ca3Ca1.5Al2(SO4)F13·12H2O	Cubic	Approved		chukhrovite		copper	sulfo-aluminofluorides	halides
Chukhrovite-(Ce)	Ca3CeAl2(SO4)F13·12H2O	Cubic	Approved		chukhrovite		copper	sulfo-aluminofluorides	halides
Chukhrovite-(Nd)	Ca3NdAl2(SO4)F13·12H2O	Cubic	Approved		chukhrovite		copper	sulfo-aluminofluorides	halides
Chukhrovite-(Y)	Ca3YAl2(SO4)F13·12H2O	Cubic	Approved		chukhrovite		copper	sulfo-aluminofluorides	halides
Chukochenite	(Li0.5Al0.5)Al2O4	Orthorhombic	Approved	spinel (2-3)	oxyspinel	spinel	copper		oxides
Chukotkaite	AgPb7Sb5S15	Monoclinic	Approved		chukotkaite			sulfosalts	sulfides and sulfosalts
Churchite-(Y)	Y(PO4)·2H2O	Monoclinic	Renamed	churchite	churchite	gypsum		phosphates	phosphates, arsenates, vanadates
Chursinite	Hg+Hg2+(AsO4)	Monoclinic	Approved		chursinite			arsenates	phosphates, arsenates, vanadates
Chvaleticeite	Mn2+(SO4)·6H2O	Monoclinic	Approved	hexahydrite	hexahydrite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Chvilevaite	Na(Cu,Fe,Zn)2S2	Hexagonal	Approved		orickite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Cianciulliite	Mg2Mn2+Zn2(OH)10·2-4H2O	Monoclinic	Approved		woodruffite	chalcophanite		hydroxides	oxides
Cinnabar	HgS	Trigonal	Grandfathered		cinnabar			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Ciprianiite	Ca4[(ThCa]Al(Be0.5?1.5)?2[B4Si4O22](OH)2	Monoclinic	Redefined		hellandite			inosilicates	"silicates 
[chain-ribbon]"
Ciriottiite	Cu(Cu,Ag)3Pb19[(Sb,As)22(As-As)]S56	Monoclinic	Approved		kobellite	kobellite	copper	sulfosalts	sulfides and sulfosalts
Cirrolite	CaCa2Al2(PO4)3(OH)3	(!)	Questionable		bjarebyite			phosphates	phosphates, arsenates, vanadates
Clairite	(NH4)2Fe3+3[(SO4)4(OH)3]·3H2O	Triclinic	Approved		metavoltine			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Claraite	(Cu,Zn)15(CO3)4(AsO4)2(SO4)(OH)14·7H2O	Triclinic	Redefined		claraite			carbonate-arsenate-sulfates	carbonates and nitrates
Claringbullite	Cu2+4FCl(OH)6	Hexagonal	Redefined		claringbullite	atacamite	copper	oxyhalides, hydroxyhalides	halides
Clarkeite	Na[(U6+O)2O(OH)]·nH2O          (n = 0-1)	Trigonal	Grandfathered		clarkeite	becquerelite		uranyl hydroxides	oxides
Claudetite	AsAsO3	Monoclinic	Grandfathered		claudetite		copper		oxides
Clausthalite	PbSe	Cubic	Grandfathered		galena	halite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Clearcreekite	Hg+3(CO3)(OH)·2H2O	Monoclinic	Approved		clearcreekite			carbonates	carbonates and nitrates
Clerite	MnSb2S4	Orthorhombic	Approved		berthierite	berthierite	copper	sulfosalts	sulfides and sulfosalts
Cleusonite	Pb(U4+,U6+)Fe2+2(Ti,Fe2+,Cr,V)18(O,OH,F)38	Trigonal	Approved		davidite	crichtonite	copper		oxides
Cliffordite	UTe4+3O9	Cubic	Approved		cliffordite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Clino-ferri-holmquistite	?Li2(Mg3Fe3+2)Si8O22(OH)2	Monoclinic	Approved	lithium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Clino-ferro-ferri-holmquistite	?Li2(Fe2+3Fe3+2)Si8O22(OH)2	Monoclinic	Redefined	lithium amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Clino-oscarkempffite	Ag15Pb6Sb21Bi18S72	Monoclinic	Approved		andorite	lillianite	copper	sulfosalts	sulfides and sulfosalts
Clino-suenoite	?Mn2+2Mg5Si8O22(OH)2	Monoclinic	Approved	magnesium-iron-manganese amphibole	hydroxy-fluoro-chloro-amphibole	amphibole		inosilicates	"silicates 
[chain-ribbon]"
Clinoatacamite	Cu2+2(OH)3Cl	Monoclinic	Approved		clinoatacamite	atacamite	copper	oxyhalides, hydroxyhalides	halides
Clinobehoite	Be(OH)2	Monoclinic	Approved		behoite	behoite	copper	hydroxides	oxides
Clinobisvanite	Bi(VO4)	Monoclinic	Approved		clinobisvanite		copper	vanadates	phosphates, arsenates, vanadates
Clinocervantite	Sb3+Sb5+O4	Monoclinic	Approved		cervantite	stibiocolumbite	copper		oxides
Clinochlore	Mg5Al(Si3Al)O10(OH)8	Monoclinic	Grandfathered	chamosite	chlorite			phyllosilicates	"silicates 
[sheet]"
Clinoclase	Cu2+3(AsO4)(OH)3	Monoclinic	Grandfathered		clinoclase			arsenates	phosphates, arsenates, vanadates
Clinoenstatite	MgMg(Si2O6)	Monoclinic	Approved		clinoenstatite	pyroxene		inosilicates	"silicates 
[chain-ribbon]"
Clinofergusonite-(Ce)	CeNbO4	Monoclinic	Renamed		clinofergusonite	fergusonite	copper		oxides
Clinofergusonite-(Nd)	NdNbO4	Monoclinic	Renamed		clinofergusonite	fergusonite	copper		oxides
Clinofergusonite-(Y)	YNbO4	Monoclinic	Renamed		clinofergusonite	fergusonite	copper		oxides
Clinoferrosilite	Fe2+Fe2+(Si2O6)	Monoclinic	Approved		diopside	pyroxene		inosilicates	"silicates 
[chain-ribbon]"
Clinohedrite	CaZnSiO4·H2O	Monoclinic	Grandfathered		clinohedrite			nesosilicates	"silicates 
[cluster]"
Clinohumite	(Mg,Fe2+,Ti)9(SiO4)4(F,OH)2	Monoclinic	Grandfathered	humite polysomatic series	humite	humite	copper	nesosilicates	"silicates 
[cluster]"
Clinojimthompsonite	Mg5Si6O16(OH)2	Monoclinic	Approved		pyribole			inosilicates	silicates
Clinokurchatovite	CaMgB2O5	Monoclinic	Approved		kurchatovite			diborates	borates
Clinometaborite	H(BO2)	Monoclinic	Approved		metaborite			heptaborates and other megaborates	borates
Clinophosinaite	Na3Ca(SiO3)(PO4)	Monoclinic	Approved		phosinaite	kainosite		cyclosilicates	"silicates 
[cluster]"
Clinoptilolite-Ca	(Ca,Na,K)2-3[(Si,Al)18O36]·11H2O	Monoclinic	Approved		heulandite	zeolite		tektosilicates	"silicates 
[framework]"
Clinoptilolite-K	(K,Na,Ca)2-3[(Si,Al)18O36]·11H2O	Monoclinic	Renamed		heulandite	zeolite		tektosilicates	"silicates 
[framework]"
Clinoptilolite-Na	(Na,K,Ca)2-3[(Si,Al)18O36]·11H2O	Monoclinic	Approved		heulandite	zeolite		tektosilicates	"silicates 
[framework]"
Clinosafflorite	Co[AsAs]	Monoclinic	Approved		arsenopyrite	marcasite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Clinosulfur	S	Monoclinic	Renamed		sulfur			metalloids and nonmetals	elements
Clinotobermorite	[Ca4Si6O17?2H2O]?(Ca?3H2O)	Monoclinic	Approved		clinotobermorite	tobermorite		inosilicates	"silicates 
[chain-ribbon]"
Clinoungemachite	K3Na8Fe3+[(SO4)6(NO3)2]·9H2O	Monoclinic	Questionable		ungemachite			sulfate-nitrates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Clinozoisite	(CaCa)(AlAlAl)(Si2O7)(SiO4)O(OH)	Monoclinic	Approved		clinozoisite	epidote		sorosilicates	"silicates 
[cluster]"
Clintonite	Ca(Mg2Al)(Al3Si)O10(OH)2	Monoclinic	Approved	phlogopite	trioctahedral mica	mica		phyllosilicates	"silicates 
[sheet]"
Clogauite	PbBi4Te4S3	Trigonal	Approved		aleksite	tetradymite		sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Cloncurryite	[Cu0.5(VO)0.5]Al2(PO4)2F2·5H2O 	Monoclinic	Approved		nevadaite			phosphates	phosphates, arsenates, vanadates
Cloudite	BaFe3+3(PO4)(SO4)(OH)6	Trigonal	Approved		beudantite	alunite	copper	sulfophosphates	phosphates, arsenates, vanadates
Coalingite	[Mg10Fe3+2(OH)24][(CO3)(H2O)2]	Trigonal	Approved		coalingite	hydrotalcite		carbonates	carbonates and nitrates
Cobaltarthurite	Co2+Fe3+2(AsO4)2(OH)2·4H2O	Monoclinic	Approved	arthurite	arthurite	hureaulite		arsenates	phosphates, arsenates, vanadates
Cobaltaustinite	CaCo(AsO4)(OH)	Orthorhombic	Approved		conichalcite	descloizite		arsenates	phosphates, arsenates, vanadates
Cobaltite	Co[AsS]	Orthorhombic	Grandfathered		cobaltite	pyrite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Cobaltkieserite	Co2+(SO4)·H2O	Monoclinic	Approved		kieserite	titanite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Cobaltkoritnigite	Co(As5+O3OH)·H2O	Triclinic	Approved		haidingerite	haidingerite		arsenates	phosphates, arsenates, vanadates
Cobaltlotharmeyerite	CaCo2(As5+O4)2(OH,H2O)2	Monoclinic	Approved	lotharmeyerite	vauquelinite	vauquelinite		arsenates	phosphates, arsenates, vanadates
Cobaltneustädtelite	Bi2Fe3+(Co2+,Fe3+)(AsO4)2(OH,O)4	Triclinic	Approved		medenbachite			arsenates	phosphates, arsenates, vanadates
Cobaltoblödite	Na2Co(SO4)2·4H2O	Monoclinic	Approved		blödite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Cobaltomenite	Co(SeO3)·2H2O	Monoclinic	Renamed		chalcomenite	chalcomenite		arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Cobaltpentlandite	Co(Ni,Fe)8S8	Cubic	Renamed		pentlandite	pentlandite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Cobalttsumcorite	PbCo2(As5+O4)2(H2O,OH)2	Monoclinic	Approved	lotharmeyerite	vauquelinite	vauquelinite		arsenates	phosphates, arsenates, vanadates
Cobaltzippeite	Co[(UO2)2O2(SO4)](H2O)3.5	Monoclinic	Renamed		zippeite			uranyl sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Coccinite	HgI2	Tetragonal	Grandfathered		coccinite			iodides	halides
Cochromite	Co2+Cr3+2O4	Cubic	Approved	spinel (2-3)	oxyspinel	spinel	copper		oxides
Coconinoite	Fe3+2Al2(UO2)2[(PO4)4(SO4)](OH)2·20H2O	Monoclinic	Approved		coconinoite			uranyl phosphates	phosphates, arsenates, vanadates
Coesite	SiO2	Monoclinic	Approved		coesite				oxides
Coffinite	U4+(SiO4)·nH2O          (0 < n < 2)	Tetragonal	Grandfathered		zircon	zircon	copper	nesosilicates	"silicates 
[cluster]"
Cohenite	Fe3C-4	Orthorhombic	Approved	cohenite	B-site vacant single antiperovskites X?A3	perovskite	copper	metal carbides, silicides, nitrides and phosphides	elements
Coiraite	~(Pb,Sn)12.5Sn4+5Fe2+As3+3S28	Monoclinic	Approved		cylindrite		copper	sulfosalts	sulfides and sulfosalts
Colchesterite	Bi3+2Mo6+2O9	Monoclinic	Approved		colchesterite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Coldwellite	Pd3Ag2S	Cubic	Approved		coldwellite			metals and intermetallic alloys	sulfides and sulfosalts
Colemanite	Ca[B3O4(OH)3]·H2O	Monoclinic	Grandfathered		hydroboracite			triborates	borates
Colimaite	K3VS4 	Orthorhombic	Approved		colimaite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Colinowensite	BaCuSi2O6	Tetragonal	Approved		colinowensite	gillespite		phyllosilicates	"silicates 
[sheet]"
Collinsite	Ca2Mg(PO4)2·2H2O	Triclinic	Grandfathered	fairfieldite	roselite	vauquelinite		phosphates	phosphates, arsenates, vanadates
Colomeraite	NaTi3+(Si2O6)	Monoclinic	Approved		diopside	pyroxene		inosilicates	"silicates 
[chain-ribbon]"
Coloradoite	HgTe	Cubic	Grandfathered		sphalerite	diamond	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Colquiriite	CaLi[AlF6]	Trigonal	Approved		colquiriite			complex halides	halides
Columbite-(Fe)	Fe2+Nb2O6	Orthorhombic	Renamed		columbite	columbite	copper		oxides
Columbite-(Mg)	MgNb2O6	Orthorhombic	Renamed		columbite	columbite	copper		oxides
Columbite-(Mn)	Mn2+Nb2O6	Orthorhombic	Renamed		columbite	columbite	copper		oxides
Colusite	Cu13VAs3S16	Cubic	Grandfathered		germanite		copper	sulfosalts	sulfides and sulfosalts
Comancheite	Hg2+55N3-24(OH,NH2)4(Cl24.5Br9.5)S=34	Orthorhombic	Redefined		comancheite			nitrides	elements
Combeite	[Na1.5Ca1.5][Na3][Na1.5Ca0.5]Ca[(Si6O12)O5.5(OH)0.5]	Trigonal	Grandfathered	lovozerite	lovozerite			cyclosilicates	"silicates 
[cluster]"
Comblainite	Ni4Co3+2(CO3)(OH)12·3H2O	Trigonal	Approved		quintinite	hydrotalcite		carbonates	carbonates and nitrates
Compreignacite	K2[(U6+O2)3O2(OH)3]2·7H2O	Orthorhombic	Approved		becquerelite	becquerelite		uranyl hydroxides	oxides
Congolite	Fe2+3[B7O13Cl]	Trigonal	Approved	congolite	boracite			heptaborates and other megaborates	borates
Conichalcite	CaCu2+(AsO4)(OH)	Orthorhombic	Grandfathered		conichalcite	descloizite		arsenates	phosphates, arsenates, vanadates
Connellite	Cu2+36(SO4)(OH)62Cl8·~6H2O	Hexagonal	Grandfathered		connellite			oxyhalides, hydroxyhalides	halides
Cookeite	(Al,Li)3Al2[(Si,Al)4O10](OH)8	Triclinic	Grandfathered	cookeite	chlorite			phyllosilicates	"silicates 
[sheet]"
Coombsite	KMn2+13[(Si,Al)18O42](OH)14	Trigonal	Approved		zussmanite			phyllosilicates	"silicates 
[sheet]"
Cooperite	PtS	Tetragonal	Redefined		cooperite	cooperite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Coparsite	[Cu2+4O2][(AsO4),(V5+O4)]Cl	Orthorhombic	Approved		lanarkite		copper	arsenates	phosphates, arsenates, vanadates
Copiapite	Fe2+Fe3+4(SO4)6(OH)2·20H2O	Triclinic	Grandfathered	copiapite	copiapite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Copper	Cu	Cubic	Grandfathered		copper	copper	copper	metals and intermetallic alloys	elements
Coquandite	Sb3+6+xO8+x(SO4)(OH)x·H2O1-x          (x = 0.3)	Triclinic	Approved		coquandite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Coquimbite	AlFe3+3(SO4)6(OH)12·6H2O	Trigonal	Redefined		coquimbite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Coralloite	Mn2+(H2O)4[Mn3+2(OH)2(AsO4)2]	Triclinic	Approved	coralloite	arthurite	hureaulite		arsenates	phosphates, arsenates, vanadates
Corderoite	Hg2S2Cl2	Cubic	Approved		corderoite	parkerite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Cordierite	?Mg2Al3[(AlSi5)O18]·n(H2O,CO2)	Orthorhombic	Grandfathered		cordierite			cyclosilicates	"silicates 
[cluster]"
Cordylite-(Ce)	Na2Ba2Ce4(CO3)8F2	Hexagonal	Renamed		cordylite		copper	carbonates	carbonates and nitrates
Cordylite-(La) 	Na2Ba2(La3Sr)S=4(CO3)8F2	Hexagonal	Approved		cordylite		copper	carbonates	carbonates and nitrates
Corkite	PbFe3+3[(PO4)(SO4)](OH)6	Trigonal	Redefined		beudantite	alunite	copper	sulfophosphates	phosphates, arsenates, vanadates
Cornetite	Cu2+3(PO4)(OH)3	Orthorhombic	Grandfathered		cornetite			phosphates	phosphates, arsenates, vanadates
Cornubite	Cu2+5(AsO4)2(OH)4	Triclinic	Approved		turanite			arsenates	phosphates, arsenates, vanadates
Cornwallite	Cu2+5(AsO4)2(OH)4	Monoclinic	Grandfathered		cornwallite	cornwallite		arsenates	phosphates, arsenates, vanadates
Coronadite	Pb[Mn4+6Mn3+2]O16	Monoclinic	Grandfathered		coronadite	hollandite			oxides
Correianevesite	Fe2+Mn2+2(PO4)2·3H2O	Orthorhombic	Approved	phosphoferrite	phosphoferrite	hureaulite		phosphates	phosphates, arsenates, vanadates
Corrensite	(Mg,Fe2+,Al)9(Si,Al)8O20(OH)10·nH2O	Orthorhombic	Grandfathered		rectorite (mixed-layer)			phyllosilicates	"silicates 
[sheet]"
Cortesognoite	CaV3+2[Si2O7](OH)2·H2O	Orthorhombic	Approved		lawsonite			sorosilicates	"silicates 
[cluster]"
